Ministry/Entity;Buyer;Project Code;Code Nom;State Nom;Organisation;PerimGeo;Region;Date ;Duration;Montant prévisionnel HT (toutes périodes de reconduction incluses);Execution %;Exceution date
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Ouest;SERVICES DE REPARATION ET D'ENTRETIEN DE MATERIEL DE PRECISION.;41.07.03;Maintenance équipement et matériel de laboratoire;Ministériel;Régional ou infra;BRETAGNE;2021T3;48;entre 100 KEuros et 1 MEuros;97%;22/8/2021
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Ouest;ÉPICERIE ET PRODUITS SURGELES 4 LOTS;41.04.03;Épicerie et produits surgelés;Ministériel;Régional ou infra;BRETAGNE;2020T1;48;entre 100 KEuros et 1 MEuros;65%;1/3/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Brest;Mise aux normes des réseaux de chauffage, de VMC, de climatisation et d'électricité de l'hôpital;36.02.04;Travaux de mise aux normes bâtiment;Ministériel;Régional ou infra;BRETAGNE;2019T3;12;entre 1 MEuros et 10 MEuros;71%;26/7/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Brest;Remplacement de la station d'épuration compris réhabilitation des réseaux;36.03.04;Travaux de construction de VRD, ouvrages annexes;Ministériel;Régional ou infra;BRETAGNE;2018T4;12;entre 100 KEuros et 1 MEuros;82%;16/12/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Brest;Schéma directeur Brest Port 2025 :      Pôle SLM ( fonction ateliers ) : SLM 2 ( compris déconstruction chantier R 331  après extension SSF);36.02.01;Travaux construction bâtiment neuf;Ministériel;Régional ou infra;BRETAGNE;2019T3;12;entre 10 MEuros et 100 MEuros;38%;21/8/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Brest;Schéma directeur Brest Port 2025 :   Pôle ALFAN - Accueil du système de lutte anti-mines du futur ( SLAMF );36.02.01;Travaux construction bâtiment neuf;Ministériel;Régional ou infra;BRETAGNE;2019T3;12;entre 100 KEuros et 1 MEuros;46%;1/7/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense Ile-de-France;BRETIGNY(91) - Construction du mess J Roy;36.02.01;Travaux construction bâtiment neuf;Ministériel;Régional ou infra;ILE DE France;2019T3;12;entre 1 MEuros et 10 MEuros;67%;18/9/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense Ile-de-France;VERSAILLES (78) - QUARTIER JAYAT-SIMMT- BATS 003 et 006 - Rénovation des bureaux;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;ILE DE France;2020T1;12;entre 1 MEuros et 10 MEuros;59%;20/1/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense Ile-de-France;SAINT CYR L'ECOLE - Lycée Militaire - Reprise de l'étanchétié de la toiture de la chapelle;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;ILE DE France;2021T2;8;entre 1 MEuros et 10 MEuros;85%;6/4/2021
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense Ile-de-France;HIA PERCY - Service d'accueil des urgences;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;ILE DE France;2019T1;24;entre 1 MEuros et 10 MEuros;17%;13/1/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense Ile-de-France;CLMART - HIA PERCY - Réhabilitation du bâtiment 122 logements;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;ILE DE France;2020T2;12;entre 1 MEuros et 10 MEuros;58%;25/4/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense Ile-de-France;USID VLY - Travaux et entrerien de la plateforme aéronautique;37.02.09;Maintenance de voierie et réseaux divers (VRD), hors route;Ministériel;Régional ou infra;ILE DE France;2020T2;48;entre 100 KEuros et 1 MEuros;28%;22/5/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense Ile-de-France;USID VLY - Maintien en condition opérationnelle des installations électriques HT/BT;37.02.01;Maintenance instal électr (courant faible et fort, HT-BT);Ministériel;Régional ou infra;ILE DE France;2021T1;48;entre 100 KEuros et 1 MEuros;45%;11/3/2021
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense Ile-de-France;USID PRS - Marché de conduite partielle et maintenance préventive et corrective dans les domaines techniques des systèmes de sécurité incendie (SSI) de l'Hôtel National des Invalides (HNI);37.02.08;Maintenance instal système de sécurité incendie (SSI);Ministériel;Régional ou infra;ILE DE France;2019T2;48;entre 100 KEuros et 1 MEuros;42%;26/4/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense Ile-de-France;USID MHY - VARENNES SUR SEINE (77) CSL SEA – Contrat de maintenance des installations techniques;37.05.02;Contrat de maintenance multitechniques;Ministériel;Régional ou infra;ILE DE France;2018T4;48;entre 100 KEuros et 1 MEuros;44%;15/10/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Rennes;Fontevraud l'Abbaye (49) - ferme de Bellevue - travaux sur réseaux d'assainissement;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;PAYS DE LA LOIRE;2018T4;12;entre 100 KEuros et 1 MEuros;55%;17/12/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Rennes;15NN058 - Travaux d'entretien de serrurerie, de métallerie acier et aluminium et de vitrerie - Lot n° 3 - BA 702 à Avord (18), EPMu de Savigny en Septaine (18), station hertzienne d'Henrichemont (18);37.03.01;Petits travaux de métallerie et serrurerie;Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2019T3;48;entre 100 KEuros et 1 MEuros;44%;25/9/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Rennes;15NN059 - Travaux d'entretien de serrurerie, de métallerie acier et aluminium et de vitrerie - Lot n° 4 - CTM à Rosnay (36);37.03.01;Petits travaux de métallerie et serrurerie;Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2019T3;48;entre 100 KEuros et 1 MEuros;28%;17/8/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Rennes;15NN083 - BOURGES (18) - Maintenance des équipements fixes de levage - 2 lots géo;37.02.05;Maintenance appareil de levage lourd (élévateur, plateforme);Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2019T3;48;entre 100 KEuros et 1 MEuros;67%;8/8/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Rennes;15NN128 - BOURGES-AVORD – Travaux d’entretien et d’aménagement de menuiseries bois-PVC-ALU de cloisons sèches, de faux-plafonds, de parquets, de stores – volets roulants - rideaux - Lot n°1 : DGA TT à Bourges (18) et CFD à Bourges (18);37.03.02;Petit travaux de menuiserie (bois, aluminium, PVC);Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2019T4;48;entre 100 KEuros et 1 MEuros;77%;16/11/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Rennes;NEUVY-PAILLOUX (36) – 12°BSMAT – Bâtiment 0067 – Réhabilitation de l’enveloppe du bâtiment;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2018T4;12;entre 100 KEuros et 1 MEuros;21%;12/10/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;449311 - MARSEILLE  - HIA LAVERAN - OPERATION LAVERAN RENOVE- OLR 2 (travaux);36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;PACA;2020T4;12;entre 10 MEuros et 100 MEuros;64%;20/10/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;442571 - LAUDUN - 1ER REG - Installation technique pour accueil VBMR SCORPION;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;PACA;2020T4;12;entre 100 KEuros et 1 MEuros;68%;13/11/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;444827 - SALON DE PROVENCE - BA701 - Rénovation bretelles d'accès au HM1 (acces parking EAM et PAF);36.03.02;Tvx réhabilitation infra transports, routes (yc revêtement);Ministériel;Régional ou infra;PACA;2020T4;12;entre 1 MEuros et 10 MEuros;17%;4/11/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;447804 - 022 ML LE CANNET DES MAURES - EALAT LE LUC - LEJAY - Remise aux normes ICPE des chaufferies;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;PACA;2018T4;12;entre 100 KEuros et 1 MEuros;28%;22/10/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;440614 - 017 AC MONTFERRAT 1 RCA - Installation technique pour installation pour accueil VBMR (SCORPION) (travaux suite a MOP);36.02.01;Travaux construction bâtiment neuf;Ministériel;Régional ou infra;PACA;2018T4;12;entre 1 MEuros et 10 MEuros;39%;19/12/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;449073 - 018 ML ISTRES BA 125 Remplacement des derniers systèmes de rafraichissement au gaz R22 (hors DGA Ev);36.02.04;Travaux de mise aux normes bâtiment;Ministériel;Régional ou infra;PACA;2018T4;12;entre 100 KEuros et 1 MEuros;42%;26/10/2018
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;MBC pour l'exécution de travaux d'entretien et d'adaptations de la BDD MAR - Marché de menuiseries et aménagements intérieurs;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;PACA;2020T4;48;entre 1 MEuros et 10 MEuros;62%;16/12/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;445023 - CARCASSONNE - ZT ROMIEU - Création d'un magasin munitions (3e RPIMA);36.02.01;Travaux construction bâtiment neuf;Ministériel;Régional ou infra;OCCITANIE;2020T3;12;entre 100 KEuros et 1 MEuros;10%;4/8/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;445496 - SOLENZARA - BA126 - Construction d'une zone de stockage non permanente de munitions;36.02.02;Travaux de rénovation bâtiment (yc bâtiments historiques);Ministériel;Régional ou infra;CORSE;2019T2;12;entre 1 MEuros et 10 MEuros;57%;2/4/2019
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Lyon;MBC pour l'exécution de travaux d'entretien et d'adaptation tous corps d'état BDD LVB - Sites et immeubles situés dans le département de l'AIN LOT 3 : Menuiseries et aménagements intérieurs;36.02.03;Travaux de réhabilitation bâtiment;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T3;48;entre 100 KEuros et 1 MEuros;44%;19/7/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Bordeaux;33 - BORDEAUX - BDD BORDEAUX - MERIGNAC - Maintenance préventive et curative des installations d'air comprimé et nettoyeur haute pression;37.02.10;Maintenance équipements industriels;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2020T4;48;entre 100 KEuros et 1 MEuros;69%;24/12/2020
Ministère des Armées;Service d'infrastructure de la défense / Etablissement du service d'insfrastructure de la défense de Bordeaux;33 - BORDEAUX - BDD BORDEAUX - MERIGNAC - Accord-cadre à bons de commande pour l'exécution des travaux de maintenance, d'entretien, de réparation, d'améliorations et d'adaptation mineurs dans les immeubles militaires dépendants de l'USID de Bordeaux relatif au Gros œuvre;37.03.04;Petits travaux de maçonnerie et cloisons;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2021T4;48;entre 1 MEuros et 10 MEuros;27%;19/12/2021
Ministère des Armées;Service de santé des armées;[CVC] Maintenance - exploitation des installations de ventilation, climatisation, chauffage, eau - BEGIN;37.02.02;Maintenance chauffage, ventilation, climatisation (CVC);Ministériel;Régional ou infra;ILE DE France;2019T2;48;entre 1 MEuros et 10 MEuros;52%;17/6/2019
Ministère des Armées;Service de santé des armées;[TIC] Maintenance du logiciel HOPTIMAL;33.02.07;Support et maintenance logiciels;Ministériel;Régional ou infra;ILE DE France;2019T4;48;entre 100 KEuros et 1 MEuros;13%;6/10/2019
Ministère des Armées;Service de santé des armées;[TIC] Mise en oeuvre et MCO du système d'information CLES;33.02.05;Logiciel métier et technique (hors scientifique);Ministériel;Régional ou infra;ILE DE France;2019T4;48;entre 100 KEuros et 1 MEuros;25%;23/12/2019
Ministère des Armées;Service de santé des armées;[TIC] CSESaM : marché de mise en œuvre de la solution et  de maintien en condition opérationnelle;33.02.07;Support et maintenance logiciels;Ministériel;Régional ou infra;ILE DE France;2019T1;48;entre 1 MEuros et 10 MEuros;46%;8/1/2019
Ministère des Armées;Service de santé des armées;[TIC] Conception, réalisation, déploiement et MCO du système de gestion de l'information du laboratoire de la PCA;33.02.05;Logiciel métier et technique (hors scientifique);Ministériel;Régional ou infra;ILE DE France;2019T2;48;entre 100 KEuros et 1 MEuros;40%;6/5/2019
Ministère des Armées;Service de santé des armées;[ELEC] Maintenance mutualisée et exploitation des équipements des installations électriques de courants forts, des onduleurs et des groupes électrogènes HIA BEGIN;37.02.01;Maintenance instal électr (courant faible et fort, HT-BT);Ministériel;Régional ou infra;ILE DE France;2020T3;48;entre 1 MEuros et 10 MEuros;27%;13/9/2020
Ministère des Armées;Service de santé des armées;[MCO DIVERS] Maintenance des matériels de transports, manutention et de levage en service-ERSA Marolles / Lot3-Matériels de transports, manutention et de levage en service-ERSA Marseilles (lot 2);34.03.05;Entretien préventif, répar, nettoyage véhic non terrestres;Ministériel;Régional ou infra;PACA;2021T3;48;entre 100 KEuros et 1 MEuros;70%;8/8/2021
Ministère des Armées;Service de santé des armées;[DECHETS] Fourniture et prestations concernant la collecte, le transport et l’élimination des déchets ménagers et non dagereux lot 1 Sainte Anne;41.06.01;Collect, traitement déchet non dang, yc déchets indus banals;Ministériel;Régional ou infra;PACA;2021T2;48;entre 100 KEuros et 1 MEuros;40%;18/4/2021
Ministère des Armées;Service de santé des armées;[PREVENTION] Médecine de prévention au profit du personnel civil du MINARM ( de Saint Germain en Laye - 2e CMA-NG Versailles - lot n° 5 - secteur géographique de Saint Germain en laye et Villacoublay);43.01.01;Honoraire soins médicaux;Ministériel;Régional ou infra;ILE DE France;2021T1;48;entre 100 KEuros et 1 MEuros;26%;2/3/2021
Ministère des Armées;Service de santé des armées;[PREVENTION] Médecine de prévention au profit du personnel civil du MINARM ( de Brest - lot 4 : Cherbourg);43.01.01;Honoraire soins médicaux;Ministériel;Régional ou infra;NORMANDIE;2021T1;48;entre 100 KEuros et 1 MEuros;77%;6/1/2021
Ministère des Armées;Service de santé des armées;[PREVENTION] Médecine de prévention au profit du personnel civil du MINARM ( de Bordeaux - lot 9 : La Rochelle et Saintes);43.01.01;Honoraire soins médicaux;Ministériel;Régional ou infra;NOUVELLE AQUITAINE;2021T1;48;entre 100 KEuros et 1 MEuros;56%;21/2/2021
Ministère des Armées;Service de santé des armées;[CVC] Conduite, exploitation et maintenance des installations multi-techniques de génie climatique et de distribution d’eau de l’HIA Sainte Anne à Toulon;37.02.02;Maintenance chauffage, ventilation, climatisation (CVC);Ministériel;Régional ou infra;PACA;2020T3;48;entre 1 MEuros et 10 MEuros;74%;3/7/2020
Ministère des Armées;Service de santé des armées;[CVC] Exploitation des installations de chauffage collectif et maintenance du laboratoire P3 - HIA Laveran;37.02.02;Maintenance chauffage, ventilation, climatisation (CVC);Ministériel;Régional ou infra;PACA;2020T4;48;entre 100 KEuros et 1 MEuros;44%;5/11/2020
Ministère des Armées;Service de santé des armées;Location maintenance technique 2 plateformes visualisation/navigation HIA STE ANNE (lot 1: prestations de location avec maintenance);43.04.15;Prestation de maintenance des matériels biomédicaux;Ministériel;Régional ou infra;PACA;2020T3;48;entre 100 KEuros et 1 MEuros;56%;24/7/2020
Ministère des Armées;Service de santé des armées;Fourniture de papier OFFSET au profit de l'ECMSSA (Lot n° 2 : papier offset);41.02.01;Papiers et dérivés (yc bobines papier);Ministériel;Régional ou infra;CENTRE VAL DE LOIRE;2020T3;48;entre 100 KEuros et 1 MEuros;72%;2/7/2020
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Est;ESPACES VERTS : ENTRETIEN DES ESPECES VERTS  - EMHM CHAMONIX - GVC;37.01.03;Entretien espaces verts et extérieurs;Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2019T1;48;entre 100 KEuros et 1 MEuros;57%;28/1/2019
Ministère des Armées;Service du commissariat des armées / Plateforme Achats - finances Centre Est;NETTOYAGE : LOCAUX GSBDD LYON MONT VERDUN - BCC QGF - 7° RMAT - BCC QGF - PLONGE 7° RMAT - LOT 1 - LNM GSBDD VALENCE - LOT 2 - VLC  GSBDD VALENCE - LOT 3 - VLC  DMD PRIVAS - LOT 4 - VLC  GSBDD CFD - LOT 5 - CFD  DMD AURILLAC - LOT 6 - CFD DMD PUY EN VELAY - LOT 7 - CFD;37.01.01;Nettoyage courant (bureau, hôtellerie, plonge);Ministériel;Régional ou infra;AUVERGNE RHONE ALPES;2020T1;48;entre 1 MEuros et 10 MEuros;34%;28/1/2020
